,Unit,File name,Offset (s),Offset (hh:mm:ss),UTC start (hh:mm:ss),UTC time slot,Week (first day),Cluster ID (0-9)
2433,unit07,20151002231502,17098, 4:44:58,08:00:00,08h - 10h,Oct 1,4
2434,unit07,20151002231502,24298, 6:44:58,10:00:00,10h - 12h,Oct 1,4
2442,unit07,20151026223702, 4978, 1:22:58,04:00:00,22h - 06h,Oct 21,4
2443,unit07,20151026223702,12178, 3:22:58,06:00:00,06h - 08h,Oct 21,4
2444,unit07,20151026223702,19378, 5:22:58,08:00:00,08h - 10h,Oct 21,4
2445,unit07,20151026223702,26578, 7:22:58,10:00:00,10h - 12h,Oct 21,4
2448,unit07,20151025223902, 4858, 1:20:58,04:00:00,22h - 06h,Oct 21,4
2449,unit07,20151025223902,12058, 3:20:58,06:00:00,06h - 08h,Oct 21,4
2450,unit07,20151025223902,19258, 5:20:58,08:00:00,08h - 10h,Oct 21,4
2451,unit07,20151025223902,26458, 7:20:58,10:00:00,10h - 12h,Oct 21,4
2454,unit07,20151012225803, 3717, 1:01:57,04:00:00,22h - 06h,Oct 7,4
2455,unit07,20151012225803,10917, 3:01:57,06:00:00,06h - 08h,Oct 7,0
2456,unit07,20151012225803,18117, 5:01:57,08:00:00,08h - 10h,Oct 7,0
2457,unit07,20151012225803,25317, 7:01:57,10:00:00,10h - 12h,Oct 7,4
2465,unit07,20150922233302, 1618, 0:26:58,04:00:00,22h - 06h,Sep 21,4
2466,unit07,20150922233302, 8818, 2:26:58,06:00:00,06h - 08h,Sep 21,4
2467,unit07,20150922233302,16018, 4:26:58,08:00:00,08h - 10h,Sep 21,4
2468,unit07,20150922233302,23218, 6:26:58,10:00:00,10h - 12h,Sep 21,4
2470,unit07,20150930231802, 2518, 0:41:58,04:00:00,22h - 06h,Oct 1,4
2471,unit07,20150930231802, 9718, 2:41:58,06:00:00,06h - 08h,Oct 1,4
2472,unit07,20150930231802,16918, 4:41:58,08:00:00,08h - 10h,Oct 1,7
2473,unit07,20150930231802,24118, 6:41:58,10:00:00,10h - 12h,Oct 1,7
2475,unit07,20151126220802, 6718, 1:51:58,05:00:00,22h - 06h,Nov 21,4
2476,unit07,20151126220802,13918, 3:51:58,07:00:00,06h - 08h,Nov 21,4
2477,unit07,20151126220802,21118, 5:51:58,09:00:00,08h - 10h,Nov 21,4
2478,unit07,20151126220802,28318, 7:51:58,11:00:00,10h - 12h,Nov 21,4
2481,unit07,20150911235204,  475, 0:07:55,04:00:00,22h - 06h,Sep 7,4
2482,unit07,20150911235204, 7675, 2:07:55,06:00:00,06h - 08h,Sep 7,4
2483,unit07,20150911235204,14875, 4:07:55,08:00:00,08h - 10h,Sep 7,1
2484,unit07,20150911235204,22075, 6:07:55,10:00:00,10h - 12h,Sep 7,4
2486,unit07,20151104222602, 5638, 1:33:58,05:00:00,22h - 06h,Nov 1,4
2487,unit07,20151104222602,12838, 3:33:58,07:00:00,06h - 08h,Nov 1,4
2488,unit07,20151104222602,20038, 5:33:58,09:00:00,08h - 10h,Nov 1,4
2489,unit07,20151104222602,27238, 7:33:58,11:00:00,10h - 12h,Nov 1,4
2492,unit07,20150924232903, 1856, 0:30:56,04:00:00,22h - 06h,Sep 21,4
2493,unit07,20150924232903, 9056, 2:30:56,06:00:00,06h - 08h,Sep 21,4
2494,unit07,20150924232903,16256, 4:30:56,08:00:00,08h - 10h,Sep 21,4
2495,unit07,20150924232903,23456, 6:30:56,10:00:00,10h - 12h,Sep 21,4
2497,unit07,20150901001202, 6478, 1:47:58,06:00:00,06h - 08h,Sep 1,6
2498,unit07,20150901001202,13678, 3:47:58,08:00:00,08h - 10h,Sep 1,6
2499,unit07,20150901001202,20878, 5:47:58,10:00:00,10h - 12h,Sep 1,3
2501,unit07,20150831001403, 6357, 1:45:57,06:00:00,06h - 08h,Aug 21,6
2502,unit07,20150831001403,13557, 3:45:57,08:00:00,08h - 10h,Aug 21,6
2503,unit07,20150831001403,20757, 5:45:57,10:00:00,10h - 12h,Aug 21,3
2505,unit07,20151115221503, 6297, 1:44:57,05:00:00,22h - 06h,Nov 14,4
2506,unit07,20151115221503,13497, 3:44:57,07:00:00,06h - 08h,Nov 14,4
2507,unit07,20151115221503,20697, 5:44:57,09:00:00,08h - 10h,Nov 14,4
2508,unit07,20151115221503,27897, 7:44:57,11:00:00,10h - 12h,Nov 14,4
2511,unit07,20150918234003, 1196, 0:19:56,04:00:00,22h - 06h,Sep 14,4
2512,unit07,20150918234003, 8396, 2:19:56,06:00:00,06h - 08h,Sep 14,0
2513,unit07,20150918234003,15596, 4:19:56,08:00:00,08h - 10h,Sep 14,0
2514,unit07,20150918234003,22796, 6:19:56,10:00:00,10h - 12h,Sep 14,0
2516,unit07,20151101222903, 5456, 1:30:56,05:00:00,22h - 06h,Nov 1,4
2517,unit07,20151101222903,12656, 3:30:56,07:00:00,06h - 08h,Nov 1,4
2518,unit07,20151101222903,19856, 5:30:56,09:00:00,08h - 10h,Nov 1,4
2519,unit07,20151101222903,27056, 7:30:56,11:00:00,10h - 12h,Nov 1,4
2522,unit07,20151001231704, 2575, 0:42:55,04:00:00,22h - 06h,Oct 1,4
2523,unit07,20151001231704, 9775, 2:42:55,06:00:00,06h - 08h,Oct 1,4
2524,unit07,20151001231704,16975, 4:42:55,08:00:00,08h - 10h,Oct 1,4
2525,unit07,20151001231704,24175, 6:42:55,10:00:00,10h - 12h,Oct 1,4
2527,unit07,20151011230002, 3598, 0:59:58,04:00:00,22h - 06h,Oct 7,4
2528,unit07,20151011230002,10798, 2:59:58,06:00:00,06h - 08h,Oct 7,4
2529,unit07,20151011230002,17998, 4:59:58,08:00:00,08h - 10h,Oct 7,4
2530,unit07,20151011230002,25198, 6:59:58,10:00:00,10h - 12h,Oct 7,4
2532,unit07,20151007230602, 3238, 0:53:58,04:00:00,22h - 06h,Oct 7,4
2533,unit07,20151007230602,10438, 2:53:58,06:00:00,06h - 08h,Oct 7,4
2534,unit07,20151007230602,17638, 4:53:58,08:00:00,08h - 10h,Oct 7,0
2535,unit07,20151007230602,24838, 6:53:58,10:00:00,10h - 12h,Oct 7,7
2537,unit07,20151029223303, 5217, 1:26:57,04:00:00,22h - 06h,Oct 21,4
2538,unit07,20151029223303,12417, 3:26:57,06:00:00,06h - 08h,Oct 21,4
2539,unit07,20151029223303,19617, 5:26:57,08:00:00,08h - 10h,Oct 21,4
2540,unit07,20151029223303,26817, 7:26:57,10:00:00,10h - 12h,Oct 21,4
2543,unit07,20150819003403, 5157, 1:25:57,06:00:00,06h - 08h,Aug 14,2
2544,unit07,20150819003403,12357, 3:25:57,08:00:00,08h - 10h,Aug 14,2
2545,unit07,20150819003403,19557, 5:25:57,10:00:00,10h - 12h,Aug 14,2
2547,unit07,20150828001903, 6057, 1:40:57,06:00:00,06h - 08h,Aug 21,4
2548,unit07,20150828001903,13257, 3:40:57,08:00:00,08h - 10h,Aug 21,1
2549,unit07,20150828001903,20457, 5:40:57,10:00:00,10h - 12h,Aug 21,4
2551,unit07,20151024224002, 4798, 1:19:58,04:00:00,22h - 06h,Oct 21,0
2552,unit07,20151024224002,11998, 3:19:58,06:00:00,06h - 08h,Oct 21,0
2553,unit07,20151024224002,19198, 5:19:58,08:00:00,08h - 10h,Oct 21,0
2554,unit07,20151024224002,26398, 7:19:58,10:00:00,10h - 12h,Oct 21,0
2557,unit07,20150925232702, 1978, 0:32:58,04:00:00,22h - 06h,Sep 21,4
2558,unit07,20150925232702, 9178, 2:32:58,06:00:00,06h - 08h,Sep 21,4
2559,unit07,20150925232702,16378, 4:32:58,08:00:00,08h - 10h,Sep 21,4
2560,unit07,20150925232702,23578, 6:32:58,10:00:00,10h - 12h,Sep 21,4
2573,unit07,20151019224702, 4378, 1:12:58,04:00:00,22h - 06h,Oct 14,4
2574,unit07,20151019224702,11578, 3:12:58,06:00:00,06h - 08h,Oct 14,4
2575,unit07,20151019224702,18778, 5:12:58,08:00:00,08h - 10h,Oct 14,4
2576,unit07,20151019224702,25978, 7:12:58,10:00:00,10h - 12h,Oct 14,4
2579,unit07,20150929232003, 2397, 0:39:57,04:00:00,22h - 06h,Sep 21,0
2580,unit07,20150929232003, 9597, 2:39:57,06:00:00,06h - 08h,Sep 21,0
2581,unit07,20150929232003,16797, 4:39:57,08:00:00,08h - 10h,Sep 21,0
2582,unit07,20150929232003,23997, 6:39:57,10:00:00,10h - 12h,Sep 21,0
2584,unit07,20151008230502, 3298, 0:54:58,04:00:00,22h - 06h,Oct 7,4
2585,unit07,20151008230502,10498, 2:54:58,06:00:00,06h - 08h,Oct 7,4
2586,unit07,20151008230502,17698, 4:54:58,08:00:00,08h - 10h,Oct 7,0
2587,unit07,20151008230502,24898, 6:54:58,10:00:00,10h - 12h,Oct 7,0
2589,unit07,20150908235803,  117, 0:01:57,04:00:00,22h - 06h,Sep 7,0
2590,unit07,20150908235803, 7317, 2:01:57,06:00:00,06h - 08h,Sep 7,0
2591,unit07,20150908235803,14517, 4:01:57,08:00:00,08h - 10h,Sep 7,0
2592,unit07,20150908235803,21717, 6:01:57,10:00:00,10h - 12h,Sep 7,2
2594,unit07,20150826002202, 5878, 1:37:58,06:00:00,06h - 08h,Aug 21,3
2595,unit07,20150826002202,13078, 3:37:58,08:00:00,08h - 10h,Aug 21,3
2596,unit07,20150826002202,20278, 5:37:58,10:00:00,10h - 12h,Aug 21,1
2598,unit07,20150818003603, 5037, 1:23:57,06:00:00,06h - 08h,Aug 14,2
2599,unit07,20150818003603,12237, 3:23:57,08:00:00,08h - 10h,Aug 14,2
2600,unit07,20150818003603,19437, 5:23:57,10:00:00,10h - 12h,Aug 14,6
2602,unit07,20150910235403,  357, 0:05:57,04:00:00,22h - 06h,Sep 7,4
2603,unit07,20150910235403, 7557, 2:05:57,06:00:00,06h - 08h,Sep 7,4
2604,unit07,20150910235403,14757, 4:05:57,08:00:00,08h - 10h,Sep 7,1
2605,unit07,20150910235403,21957, 6:05:57,10:00:00,10h - 12h,Sep 7,1
2607,unit07,20150816003902, 4858, 1:20:58,06:00:00,06h - 08h,Aug 14,5
2608,unit07,20150816003902,12058, 3:20:58,08:00:00,08h - 10h,Aug 14,5
2609,unit07,20150816003902,19258, 5:20:58,10:00:00,10h - 12h,Aug 14,5
2611,unit07,20150915234502,  898, 0:14:58,04:00:00,22h - 06h,Sep 14,4
2612,unit07,20150915234502, 8098, 2:14:58,06:00:00,06h - 08h,Sep 14,4
2613,unit07,20150915234502,15298, 4:14:58,08:00:00,08h - 10h,Sep 14,4
2614,unit07,20150915234502,22498, 6:14:58,10:00:00,10h - 12h,Sep 14,4
2616,unit07,20151111221902, 6058, 1:40:58,05:00:00,22h - 06h,Nov 7,4
2617,unit07,20151111221902,13258, 3:40:58,07:00:00,06h - 08h,Nov 7,4
2618,unit07,20151111221902,20458, 5:40:58,09:00:00,08h - 10h,Nov 7,4
2619,unit07,20151111221902,27658, 7:40:58,11:00:00,10h - 12h,Nov 7,4
2622,unit07,20150904000703, 6777, 1:52:57,06:00:00,06h - 08h,Sep 1,6
2623,unit07,20150904000703,13977, 3:52:57,08:00:00,08h - 10h,Sep 1,6
2624,unit07,20150904000703,21177, 5:52:57,10:00:00,10h - 12h,Sep 1,6
2626,unit07,20151022224303, 4617, 1:16:57,04:00:00,22h - 06h,Oct 21,4
2627,unit07,20151022224303,11817, 3:16:57,06:00:00,06h - 08h,Oct 21,4
2628,unit07,20151022224303,19017, 5:16:57,08:00:00,08h - 10h,Oct 21,4
2629,unit07,20151022224303,26217, 7:16:57,10:00:00,10h - 12h,Oct 21,0
2632,unit07,20150903000802, 6718, 1:51:58,06:00:00,06h - 08h,Sep 1,6
2633,unit07,20150903000802,13918, 3:51:58,08:00:00,08h - 10h,Sep 1,6
2634,unit07,20150903000802,21118, 5:51:58,10:00:00,10h - 12h,Sep 1,3
2636,unit07,20150914234702,  778, 0:12:58,04:00:00,22h - 06h,Sep 14,4
2637,unit07,20150914234702, 7978, 2:12:58,06:00:00,06h - 08h,Sep 14,4
2638,unit07,20150914234702,15178, 4:12:58,08:00:00,08h - 10h,Sep 14,4
2639,unit07,20150914234702,22378, 6:12:58,10:00:00,10h - 12h,Sep 14,4
2641,unit07,20151129220702, 6778, 1:52:58,05:00:00,22h - 06h,Nov 21,4
2642,unit07,20151129220702,13978, 3:52:58,07:00:00,06h - 08h,Nov 21,4
2643,unit07,20151129220702,21178, 5:52:58,09:00:00,08h - 10h,Nov 21,4
2644,unit07,20151129220702,28378, 7:52:58,11:00:00,10h - 12h,Nov 21,4
2647,unit07,20151004231103, 2937, 0:48:57,04:00:00,22h - 06h,Oct 1,4
2648,unit07,20151004231103,10137, 2:48:57,06:00:00,06h - 08h,Oct 1,4
2649,unit07,20151004231103,17337, 4:48:57,08:00:00,08h - 10h,Oct 1,4
2650,unit07,20151004231103,24537, 6:48:57,10:00:00,10h - 12h,Oct 1,4
2652,unit07,20150919233803, 1317, 0:21:57,04:00:00,22h - 06h,Sep 14,0
2653,unit07,20150919233803, 8517, 2:21:57,06:00:00,06h - 08h,Sep 14,0
2654,unit07,20150919233803,15717, 4:21:57,08:00:00,08h - 10h,Sep 14,1
2655,unit07,20150919233803,22917, 6:21:57,10:00:00,10h - 12h,Sep 14,1
2657,unit07,20150821003102, 5338, 1:28:58,06:00:00,06h - 08h,Aug 14,2
2658,unit07,20150821003102,12538, 3:28:58,08:00:00,08h - 10h,Aug 14,6
2659,unit07,20150821003102,19738, 5:28:58,10:00:00,10h - 12h,Aug 14,9
2661,unit07,20151116221402, 6358, 1:45:58,05:00:00,22h - 06h,Nov 14,4
2662,unit07,20151116221402,13558, 3:45:58,07:00:00,06h - 08h,Nov 14,4
2663,unit07,20151116221402,20758, 5:45:58,09:00:00,08h - 10h,Nov 14,4
2664,unit07,20151116221402,27958, 7:45:58,11:00:00,10h - 12h,Nov 14,4
2667,unit07,20150830001602, 6238, 1:43:58,06:00:00,06h - 08h,Aug 21,4
2668,unit07,20150830001602,13438, 3:43:58,08:00:00,08h - 10h,Aug 21,3
2669,unit07,20150830001602,20638, 5:43:58,10:00:00,10h - 12h,Aug 21,3
2671,unit07,20150820003202, 5278, 1:27:58,06:00:00,06h - 08h,Aug 14,0
2672,unit07,20150820003202,12478, 3:27:58,08:00:00,08h - 10h,Aug 14,2
2673,unit07,20150820003202,19678, 5:27:58,10:00:00,10h - 12h,Aug 14,2
2675,unit07,20150926232502, 2098, 0:34:58,04:00:00,22h - 06h,Sep 21,4
2676,unit07,20150926232502, 9298, 2:34:58,06:00:00,06h - 08h,Sep 21,4
2677,unit07,20150926232502,16498, 4:34:58,08:00:00,08h - 10h,Sep 21,4
2678,unit07,20150926232502,23698, 6:34:58,10:00:00,10h - 12h,Sep 21,4
2680,unit07,20151017225007, 4193, 1:09:53,04:00:00,22h - 06h,Oct 14,4
2681,unit07,20151017225007,11393, 3:09:53,06:00:00,06h - 08h,Oct 14,4
2682,unit07,20151017225007,18593, 5:09:53,08:00:00,08h - 10h,Oct 14,4
2683,unit07,20151017225007,25793, 7:09:53,10:00:00,10h - 12h,Oct 14,5
2686,unit07,20151120221102, 6538, 1:48:58,05:00:00,22h - 06h,Nov 14,4
2687,unit07,20151120221102,13738, 3:48:58,07:00:00,06h - 08h,Nov 14,4
2688,unit07,20151120221102,20938, 5:48:58,09:00:00,08h - 10h,Nov 14,4
2689,unit07,20151120221102,28138, 7:48:58,11:00:00,10h - 12h,Nov 14,4
2692,unit07,20151123221003, 6596, 1:49:56,05:00:00,22h - 06h,Nov 21,4
2693,unit07,20151123221003,13796, 3:49:56,07:00:00,06h - 08h,Nov 21,4
2694,unit07,20151123221003,20996, 5:49:56,09:00:00,08h - 10h,Nov 21,4
2695,unit07,20151123221003,28196, 7:49:56,11:00:00,10h - 12h,Nov 21,4
2698,unit07,20150921233403, 1557, 0:25:57,04:00:00,22h - 06h,Sep 21,4
2699,unit07,20150921233403, 8757, 2:25:57,06:00:00,06h - 08h,Sep 21,4
2700,unit07,20150921233403,15957, 4:25:57,08:00:00,08h - 10h,Sep 21,4
2701,unit07,20150921233403,23157, 6:25:57,10:00:00,10h - 12h,Sep 21,4
2703,unit07,20150927232402, 2158, 0:35:58,04:00:00,22h - 06h,Sep 21,4
2704,unit07,20150927232402, 9358, 2:35:58,06:00:00,06h - 08h,Sep 21,0
2705,unit07,20150927232402,16558, 4:35:58,08:00:00,08h - 10h,Sep 21,0
2706,unit07,20150927232402,23758, 6:35:58,10:00:00,10h - 12h,Sep 21,0
2708,unit07,20150913234902,  658, 0:10:58,04:00:00,22h - 06h,Sep 7,4
2709,unit07,20150913234902, 7858, 2:10:58,06:00:00,06h - 08h,Sep 7,0
2710,unit07,20150913234902,15058, 4:10:58,08:00:00,08h - 10h,Sep 7,0
2711,unit07,20150913234902,22258, 6:10:58,10:00:00,10h - 12h,Sep 7,0
2713,unit07,20151109222102, 5938, 1:38:58,05:00:00,22h - 06h,Nov 7,4
2714,unit07,20151109222102,13138, 3:38:58,07:00:00,06h - 08h,Nov 7,4
2715,unit07,20151109222102,20338, 5:38:58,09:00:00,08h - 10h,Nov 7,4
2716,unit07,20151109222102,27538, 7:38:58,11:00:00,10h - 12h,Nov 7,7
2719,unit07,20151122221002, 6598, 1:49:58,05:00:00,22h - 06h,Nov 21,4
2720,unit07,20151122221002,13798, 3:49:58,07:00:00,06h - 08h,Nov 21,4
2721,unit07,20151122221002,20998, 5:49:58,09:00:00,08h - 10h,Nov 21,4
2722,unit07,20151122221002,28198, 7:49:58,11:00:00,10h - 12h,Nov 21,7
2731,unit07,20151105222502, 5698, 1:34:58,05:00:00,22h - 06h,Nov 1,4
2732,unit07,20151105222502,12898, 3:34:58,07:00:00,06h - 08h,Nov 1,4
2733,unit07,20151105222502,20098, 5:34:58,09:00:00,08h - 10h,Nov 1,4
2734,unit07,20151105222502,27298, 7:34:58,11:00:00,10h - 12h,Nov 1,4
2737,unit07,20150825002402, 5758, 1:35:58,06:00:00,06h - 08h,Aug 21,4
2738,unit07,20150825002402,12958, 3:35:58,08:00:00,08h - 10h,Aug 21,1
2739,unit07,20150825002402,20158, 5:35:58,10:00:00,10h - 12h,Aug 21,1
2741,unit07,20150907000105, 7135, 1:58:55,06:00:00,06h - 08h,Sep 1,2
2742,unit07,20150907000105,14335, 3:58:55,08:00:00,08h - 10h,Sep 1,2
2743,unit07,20150907000105,21535, 5:58:55,10:00:00,10h - 12h,Sep 1,2
2752,unit07,20150827002103, 5937, 1:38:57,06:00:00,06h - 08h,Aug 21,3
2753,unit07,20150827002103,13137, 3:38:57,08:00:00,08h - 10h,Aug 21,3
2754,unit07,20150827002103,20337, 5:38:57,10:00:00,10h - 12h,Aug 21,3
2756,unit07,20151125220903, 6657, 1:50:57,05:00:00,22h - 06h,Nov 21,4
2757,unit07,20151125220903,13857, 3:50:57,07:00:00,06h - 08h,Nov 21,4
2758,unit07,20151125220903,21057, 5:50:57,09:00:00,08h - 10h,Nov 21,4
2759,unit07,20151125220903,28257, 7:50:57,11:00:00,10h - 12h,Nov 21,4
2762,unit07,20150908000003, 7197, 1:59:57,06:00:00,06h - 08h,Sep 7,2
2763,unit07,20150908000003,14397, 3:59:57,08:00:00,08h - 10h,Sep 7,6
2764,unit07,20150908000003,21597, 5:59:57,10:00:00,10h - 12h,Sep 7,6
2767,unit07,20151020224602, 4438, 1:13:58,04:00:00,22h - 06h,Oct 14,4
2768,unit07,20151020224602,11638, 3:13:58,06:00:00,06h - 08h,Oct 14,4
2769,unit07,20151020224602,18838, 5:13:58,08:00:00,08h - 10h,Oct 14,4
2770,unit07,20151020224602,26038, 7:13:58,10:00:00,10h - 12h,Oct 14,4
2773,unit07,20151014225503, 3896, 1:04:56,04:00:00,22h - 06h,Oct 7,4
2774,unit07,20151014225503,11096, 3:04:56,06:00:00,06h - 08h,Oct 14,4
2775,unit07,20151014225503,18296, 5:04:56,08:00:00,08h - 10h,Oct 14,4
2776,unit07,20151014225503,25496, 7:04:56,10:00:00,10h - 12h,Oct 14,4
2778,unit07,20150815004003, 4797, 1:19:57,06:00:00,06h - 08h,Aug 14,5
2779,unit07,20150815004003,11997, 3:19:57,08:00:00,08h - 10h,Aug 14,5
2780,unit07,20150815004003,19197, 5:19:57,10:00:00,10h - 12h,Aug 14,5
2782,unit07,20151121221103, 6537, 1:48:57,05:00:00,22h - 06h,Nov 21,4
2783,unit07,20151121221103,13737, 3:48:57,07:00:00,06h - 08h,Nov 21,4
2784,unit07,20151121221103,20937, 5:48:57,09:00:00,08h - 10h,Nov 21,4
2785,unit07,20151121221103,28137, 7:48:57,11:00:00,10h - 12h,Nov 21,4
2788,unit07,20151003231302, 2818, 0:46:58,04:00:00,22h - 06h,Oct 1,4
2789,unit07,20151003231302,10018, 2:46:58,06:00:00,06h - 08h,Oct 1,4
2790,unit07,20151003231302,17218, 4:46:58,08:00:00,08h - 10h,Oct 1,7
2791,unit07,20151003231302,24418, 6:46:58,10:00:00,10h - 12h,Oct 1,7
2793,unit07,20150822002902, 5458, 1:30:58,06:00:00,06h - 08h,Aug 21,4
2794,unit07,20150822002902,12658, 3:30:58,08:00:00,08h - 10h,Aug 21,4
2795,unit07,20150822002902,19858, 5:30:58,10:00:00,10h - 12h,Aug 21,1
2797,unit07,20151021224403, 4556, 1:15:56,04:00:00,22h - 06h,Oct 14,4
2798,unit07,20151021224403,11756, 3:15:56,06:00:00,06h - 08h,Oct 21,4
2799,unit07,20151021224403,18956, 5:15:56,08:00:00,08h - 10h,Oct 21,0
2800,unit07,20151021224403,26156, 7:15:56,10:00:00,10h - 12h,Oct 21,4
2803,unit07,20151114221602, 6238, 1:43:58,05:00:00,22h - 06h,Nov 14,4
2804,unit07,20151114221602,13438, 3:43:58,07:00:00,06h - 08h,Nov 14,4
2805,unit07,20151114221602,20638, 5:43:58,09:00:00,08h - 10h,Nov 14,4
2806,unit07,20151114221602,27838, 7:43:58,11:00:00,10h - 12h,Nov 14,4
2809,unit07,20151009230302, 3418, 0:56:58,04:00:00,22h - 06h,Oct 7,0
2810,unit07,20151009230302,10618, 2:56:58,06:00:00,06h - 08h,Oct 7,4
2811,unit07,20151009230302,17818, 4:56:58,08:00:00,08h - 10h,Oct 7,7
2812,unit07,20151009230302,25018, 6:56:58,10:00:00,10h - 12h,Oct 7,4
2814,unit07,20151015225302, 4018, 1:06:58,04:00:00,22h - 06h,Oct 14,4
2815,unit07,20151015225302,11218, 3:06:58,06:00:00,06h - 08h,Oct 14,0
2816,unit07,20151015225302,18418, 5:06:58,08:00:00,08h - 10h,Oct 14,0
2817,unit07,20151015225302,25618, 7:06:58,10:00:00,10h - 12h,Oct 14,4
2819,unit07,20151103222702, 5578, 1:32:58,05:00:00,22h - 06h,Nov 1,4
2820,unit07,20151103222702,12778, 3:32:58,07:00:00,06h - 08h,Nov 1,4
2821,unit07,20151103222702,19978, 5:32:58,09:00:00,08h - 10h,Nov 1,4
2822,unit07,20151103222702,27178, 7:32:58,11:00:00,10h - 12h,Nov 1,4
2825,unit07,20150912235104,  535, 0:08:55,04:00:00,22h - 06h,Sep 7,0
2826,unit07,20150912235104, 7735, 2:08:55,06:00:00,06h - 08h,Sep 7,3
2827,unit07,20150912235104,14935, 4:08:55,08:00:00,08h - 10h,Sep 7,3
2828,unit07,20150912235104,22135, 6:08:55,10:00:00,10h - 12h,Sep 7,0
2830,unit07,20150817003703, 4976, 1:22:56,06:00:00,06h - 08h,Aug 14,5
2831,unit07,20150817003703,12176, 3:22:56,08:00:00,08h - 10h,Aug 14,5
2832,unit07,20150817003703,19376, 5:22:56,10:00:00,10h - 12h,Aug 14,5
2834,unit07,20151106222403, 5757, 1:35:57,05:00:00,22h - 06h,Nov 1,4
2835,unit07,20151106222403,12957, 3:35:57,07:00:00,06h - 08h,Nov 1,4
2836,unit07,20151106222403,20157, 5:35:57,09:00:00,08h - 10h,Nov 1,4
2837,unit07,20151106222403,27357, 7:35:57,11:00:00,10h - 12h,Nov 1,4
2840,unit08,20151115221502, 6298, 1:44:58,05:00:00,22h - 06h,Nov 14,4
2841,unit08,20151115221502,13498, 3:44:58,07:00:00,06h - 08h,Nov 14,4
2842,unit08,20151115221502,20698, 5:44:58,09:00:00,08h - 10h,Nov 14,4
2843,unit08,20151115221502,27898, 7:44:58,11:00:00,10h - 12h,Nov 14,4
2846,unit08,20150831001402, 6358, 1:45:58,06:00:00,06h - 08h,Aug 21,6
2847,unit08,20150831001402,13558, 3:45:58,08:00:00,08h - 10h,Aug 21,6
2848,unit08,20150831001402,20758, 5:45:58,10:00:00,10h - 12h,Aug 21,6
2850,unit08,20150908235803,  117, 0:01:57,04:00:00,22h - 06h,Sep 7,2
2851,unit08,20150908235803, 7317, 2:01:57,06:00:00,06h - 08h,Sep 7,2
2852,unit08,20150908235803,14517, 4:01:57,08:00:00,08h - 10h,Sep 7,2
2853,unit08,20150908235803,21717, 6:01:57,10:00:00,10h - 12h,Sep 7,2
2855,unit08,20150927232402, 2158, 0:35:58,04:00:00,22h - 06h,Sep 21,2
2856,unit08,20150927232402, 9358, 2:35:58,06:00:00,06h - 08h,Sep 21,2
2857,unit08,20150927232402,16558, 4:35:58,08:00:00,08h - 10h,Sep 21,2
2858,unit08,20150927232402,23758, 6:35:58,10:00:00,10h - 12h,Sep 21,2
2860,unit08,20150810203402, 5158, 1:25:58,02:00:00,22h - 06h,Aug 7,2
2861,unit08,20150810203402,12358, 3:25:58,04:00:00,22h - 06h,Aug 7,2
2862,unit08,20150810203402,19558, 5:25:58,06:00:00,06h - 08h,Aug 7,2
2863,unit08,20150810203402,26758, 7:25:58,08:00:00,08h - 10h,Aug 7,2
2864,unit08,20150810203402,33958, 9:25:58,10:00:00,10h - 12h,Aug 7,2
2865,unit08,20151012225802, 3718, 1:01:58,04:00:00,22h - 06h,Oct 7,0
2866,unit08,20151012225802,10918, 3:01:58,06:00:00,06h - 08h,Oct 7,0
2867,unit08,20151012225802,18118, 5:01:58,08:00:00,08h - 10h,Oct 7,0
2868,unit08,20151012225802,25318, 7:01:58,10:00:00,10h - 12h,Oct 7,8
2870,unit08,20151029223402, 5158, 1:25:58,04:00:00,22h - 06h,Oct 21,0
2871,unit08,20151029223402,12358, 3:25:58,06:00:00,06h - 08h,Oct 21,7
2872,unit08,20151029223402,19558, 5:25:58,08:00:00,08h - 10h,Oct 21,7
2873,unit08,20151029223402,26758, 7:25:58,10:00:00,10h - 12h,Oct 21,7
2876,unit08,20151022224302, 4618, 1:16:58,04:00:00,22h - 06h,Oct 21,0
2877,unit08,20151022224302,11818, 3:16:58,06:00:00,06h - 08h,Oct 21,7
2878,unit08,20151022224302,19018, 5:16:58,08:00:00,08h - 10h,Oct 21,7
2879,unit08,20151022224302,26218, 7:16:58,10:00:00,10h - 12h,Oct 21,7
2882,unit08,20150815004102, 4738, 1:18:58,06:00:00,06h - 08h,Aug 14,2
2883,unit08,20150815004102,11938, 3:18:58,08:00:00,08h - 10h,Aug 14,2
2884,unit08,20150815004102,19138, 5:18:58,10:00:00,10h - 12h,Aug 14,2
2886,unit08,20150921233503, 1497, 0:24:57,04:00:00,22h - 06h,Sep 21,1
2887,unit08,20150921233503, 8697, 2:24:57,06:00:00,06h - 08h,Sep 21,7
2888,unit08,20150921233503,15897, 4:24:57,08:00:00,08h - 10h,Sep 21,7
2889,unit08,20150921233503,23097, 6:24:57,10:00:00,10h - 12h,Sep 21,7
2891,unit08,20150824002602, 5638, 1:33:58,06:00:00,06h - 08h,Aug 21,6
2892,unit08,20150824002602,12838, 3:33:58,08:00:00,08h - 10h,Aug 21,9
2893,unit08,20150824002602,20038, 5:33:58,10:00:00,10h - 12h,Aug 21,9
2895,unit08,20150919233802, 1318, 0:21:58,04:00:00,22h - 06h,Sep 14,2
